mag_x (uT),mag_y (uT),mag_z (uT)
3.194581996389933920e+01,-7.094654251588452532e+00,3.770755772866470323e+01
3.193537809176916653e+01,-7.150190872199543968e+00,3.767478352222963167e+01
3.192587347819375765e+01,-7.204463434585154147e+00,3.770259908377501290e+01
3.190720346125619500e+01,-7.255377085056180064e+00,3.770385101615821810e+01
3.189110813170455927e+01,-7.312093168479170124e+00,3.770839797680041272e+01
3.188647621773752761e+01,-7.347881432285428893e+00,3.769561399424657822e+01
3.188812632390419566e+01,-7.423643817171384107e+00,3.770845933332446975e+01
3.186449983274852116e+01,-7.471728800789749769e+00,3.769976995650127094e+01
3.184096166401830885e+01,-7.498091098025577494e+00,3.769652693273206978e+01
3.182461064582867039e+01,-7.550070822017594274e+00,3.769811407682998805e+01
3.183547899427587780e+01,-7.614947693178702792e+00,3.770955236770051755e+01
3.181362675030855769e+01,-7.653768390845040237e+00,3.771338007780001789e+01
3.179923774075210474e+01,-7.705111687341671178e+00,3.769365348681066052e+01
3.177870593623945439e+01,-7.758443240364863769e+00,3.770222812979785942e+01
3.178351241105824698e+01,-7.800026585165893422e+00,3.770048715921035409e+01
3.177486950605415927e+01,-7.869022982626979079e+00,3.770703362859482155e+01
3.174768331007359023e+01,-7.896820218738270114e+00,3.770753144593710715e+01
3.174657190568997578e+01,-7.962286301668098254e+00,3.770077405083350186e+01
3.172477507284260057e+01,-8.005481894850449365e+00,3.771520708086455898e+01
3.172430990994454447e+01,-8.049090851371742517e+00,3.768559344130617461e+01
3.171714246126113679e+01,-8.106980118415567205e+00,3.770512091113441500e+01
3.167857542615747946e+01,-8.168081607498171692e+00,3.771604835382115795e+01
3.167127320938078938e+01,-8.215784232658728925e+00,3.772213349825103990e+01
3.166976850752143946e+01,-8.250867328602652151e+00,3.770228043250861560e+01
3.164551036298290754e+01,-8.310980067330037357e+00,3.769820241374183922e+01
3.162985384734957250e+01,-8.355864775132982203e+00,3.769864634607099418e+01
3.162022512630262838e+01,-8.388964003160703342e+00,3.769950195169385410e+01
3.160480386771937944e+01,-8.445622644072845020e+00,3.771114021406653904e+01
3.158551627166587394e+01,-8.497151962299104966e+00,3.770961748888541365e+01
3.157799049859972484e+01,-8.560385697391490467e+00,3.768619753090026592e+01
3.157332073341833478e+01,-8.609847642265613388e+00,3.771894992699064630e+01
3.156069617414615891e+01,-8.645334602950251579e+00,3.770263293965980722e+01
3.154963978988633855e+01,-8.687039809410597613e+00,3.772177270168788255e+01
3.151608783037443473e+01,-8.752509872177231642e+00,3.770308209930698951e+01
3.150520254308343127e+01,-8.798227279046338722e+00,3.769065931781403833e+01
3.150978173834701579e+01,-8.854189892562278175e+00,3.770164943090728826e+01
3.149235476157047131e+01,-8.903647958841780508e+00,3.771035522920249861e+01
3.145138441032223753e+01,-8.959621670917702119e+00,3.768904287445132439e+01
3.146323025494778136e+01,-8.995607529453184981e+00,3.771791340408429249e+01
3.145148720540741039e+01,-9.052181666347781430e+00,3.769361846938674176e+01
3.145563881040452614e+01,-9.101661526784424083e+00,3.768935204409407902e+01
3.143324158889172537e+01,-9.152852358802032740e+00,3.771391490064663543e+01
3.139402349193215613e+01,-9.187272494400090750e+00,3.769485829626803053e+01
3.138618859210021128e+01,-9.242478380802104709e+00,3.769316531234886725e+01
3.136614678056290728e+01,-9.305825743076962198e+00,3.769332439835041271e+01
3.136125490890908196e+01,-9.319434093195745561e+00,3.770706347823252003e+01
3.135080344292727972e+01,-9.391554730753032487e+00,3.769338092843461396e+01
3.133326248798883285e+01,-9.450987385553064613e+00,3.769074523517406305e+01
3.130992905143839167e+01,-9.496268859598956169e+00,3.770768733059396283e+01
3.130188725172358133e+01,-9.543029412933041300e+00,3.769943801464830813e+01
3.127486096684929961e+01,-9.595591143559362379e+00,3.770251910659061423e+01
3.126314027229833314e+01,-9.660385781597387478e+00,3.769431840800051958e+01
3.126055417262289993e+01,-9.682168474817235193e+00,3.769454952848800389e+01
3.124586162643037923e+01,-9.714995862760822831e+00,3.771613709353207611e+01
3.123352837478871180e+01,-9.785760344721484927e+00,3.770896900008706609e+01
3.120462684974989287e+01,-9.838888732339569287e+00,3.771199889671321870e+01
3.119322219267012741e+01,-9.898052001947080569e+00,3.768614433606669678e+01
3.117706775167312472e+01,-9.934716472654709918e+00,3.771765862184213347e+01
3.115425335332032830e+01,-9.972701879436213446e+00,3.768619395377210424e+01
3.114658566365372394e+01,-1.002599736604713598e+01,3.769214425855255257e+01
3.112529023286117180e+01,-1.008834409120625430e+01,3.768645337552599273e+01
3.110784648621281434e+01,-1.012496266756598118e+01,3.771558280764957516e+01
3.109133418647999392e+01,-1.017406189016213958e+01,3.770994619817813032e+01
3.108574411760828227e+01,-1.022846541852004343e+01,3.769764852569693403e+01
3.106377011760277895e+01,-1.028000551523000716e+01,3.768540753434929513e+01
3.105165178068365606e+01,-1.034320670123818608e+01,3.770166563574436935e+01
3.103736385859739855e+01,-1.036703038548391476e+01,3.769705062261446216e+01
3.102387614816150219e+01,-1.043120509696548304e+01,3.769708889064630597e+01
3.098526583979962723e+01,-1.046871159406102691e+01,3.768794669794100116e+01
3.097695630306839831e+01,-1.051208760968195755e+01,3.771262360715219586e+01
3.097792673131055707e+01,-1.055550634894252759e+01,3.770535731643438737e+01
3.095351515430844103e+01,-1.062403408735202071e+01,3.769390715205604891e+01
3.091888995896392700e+01,-1.067512235321284209e+01,3.770595529818029945e+01
3.092573278551491356e+01,-1.072101173030537247e+01,3.767549110586303129e+01
3.091166381423434828e+01,-1.076121284993524796e+01,3.770245361913753612e+01
3.086897373360642405e+01,-1.082816536429534970e+01,3.770143997186545448e+01
3.086472079872381258e+01,-1.087030367909763129e+01,3.769883502254909757e+01
3.084180316573695890e+01,-1.092494529793634506e+01,3.770957904151752160e+01
3.084603847562572199e+01,-1.094527722512651380e+01,3.771342525551641245e+01
3.080778674439613951e+01,-1.099499489089864568e+01,3.770939363328708538e+01
3.080844197834301568e+01,-1.103207730091514271e+01,3.769347983063705243e+01
3.078074848242344785e+01,-1.108127370400022649e+01,3.769884847179710619e+01
3.075672505151557345e+01,-1.113677387444816880e+01,3.769971902812394404e+01
3.074422653081829893e+01,-1.118707378380992168e+01,3.770655370392469052e+01
3.072603416417162947e+01,-1.123860818596281774e+01,3.772566044279538744e+01
3.071442396663256247e+01,-1.128760719422906078e+01,3.771032644081105900e+01
3.069557674651226620e+01,-1.136311856348070748e+01,3.769724578917335833e+01
3.066895958527464927e+01,-1.139359155834366888e+01,3.768966405906407147e+01
3.064829976989739535e+01,-1.144306153297133299e+01,3.771862551309823886e+01
3.064323594539168027e+01,-1.147859063766441601e+01,3.769737582228805195e+01
3.061558052972208799e+01,-1.154293278591495842e+01,3.770027234271833549e+01
3.059475893489485898e+01,-1.159353533981082585e+01,3.770561927851953499e+01
3.056874348216862458e+01,-1.162354569456745068e+01,3.770182229217667924e+01
3.056794068404000697e+01,-1.169499342583343804e+01,3.769643857678720167e+01
3.052913994421639643e+01,-1.170373268669592726e+01,3.769554841042028670e+01
3.053921149138127333e+01,-1.177054925616523029e+01,3.769715520720559709e+01
3.051866878725052246e+01,-1.184070778812357894e+01,3.770552121249210131e+01
3.050558846439994198e+01,-1.188484310099700103e+01,3.769703190786099611e+01
3.046449484929938833e+01,-1.191168679852888701e+01,3.769733357923077932e+01
3.044497110340490309e+01,-1.196259511096860351e+01,3.769645948259708490e+01
3.043589334804064350e+01,-1.200194587615368036e+01,3.770639684698237915e+01
3.040586104507847054e+01,-1.208162898239404370e+01,3.773544276614334336e+01
3.040641468433309669e+01,-1.211977196207243423e+01,3.769386088124264234e+01
3.036782358380310853e+01,-1.217987827382532373e+01,3.771216207741634463e+01
3.037615407421275648e+01,-1.218580075443015964e+01,3.769394137925677057e+01
3.033055633218630476e+01,-1.224977641194632128e+01,3.770323726537108655e+01
3.032951515651821239e+01,-1.229619493352366000e+01,3.771606469830356190e+01
3.030870083442367502e+01,-1.236148469625204527e+01,3.770341808864746014e+01
3.027389967576131369e+01,-1.240194564677473466e+01,3.769398760397481851e+01
3.027365690279743404e+01,-1.244819700236848092e+01,3.770857619685998685e+01
3.024171547894486523e+01,-1.250123676533601724e+01,3.770819144816538682e+01
3.021951109851018558e+01,-1.252681289219320071e+01,3.769392378361986573e+01
3.021244987272084259e+01,-1.258935830526007926e+01,3.771118622288405930e+01
3.018383368466736272e+01,-1.263416678227345535e+01,3.769740411255245505e+01
3.016191381288344786e+01,-1.268265740700331712e+01,3.770247418448236232e+01
3.015046162096461302e+01,-1.272984934485990038e+01,3.769943681173253225e+01
3.011906172111115865e+01,-1.278217240683230571e+01,3.769601850327772752e+01
3.008459193008723886e+01,-1.281224723971369883e+01,3.772581058364811923e+01
3.008736416377137957e+01,-1.286976743305114468e+01,3.769259555689172458e+01
3.006337445461537428e+01,-1.293098532307419113e+01,3.768734573460934456e+01
3.005114191484990371e+01,-1.295919523445606991e+01,3.769882771206543026e+01
3.001945323468246585e+01,-1.300695665713581661e+01,3.771145376402491678e+01
2.999785964731255206e+01,-1.306402030003007653e+01,3.770129338800322927e+01
2.999139886355299822e+01,-1.309349444731955003e+01,3.770187434783753133e+01
2.995941148182819092e+01,-1.316200546168137997e+01,3.769496625377477983e+01
2.992981550199021257e+01,-1.321354572580815834e+01,3.770207687247537365e+01
2.994119307796799845e+01,-1.324123619121589712e+01,3.769682602177930164e+01
2.990465304366960808e+01,-1.329930390048886935e+01,3.770968122605382433e+01
2.986587111077764689e+01,-1.335410813877264680e+01,3.771228681211357525e+01
2.985819248526425440e+01,-1.338559748759176316e+01,3.770267434113748095e+01
2.983852452516459053e+01,-1.344233865045066700e+01,3.771022713399702297e+01
2.980545498252490333e+01,-1.348102632534149592e+01,3.770171631884468155e+01
2.979890941887443390e+01,-1.353343750374638610e+01,3.770646083082733213e+01
2.977794047978371239e+01,-1.357377291888956705e+01,3.770594183720228187e+01
2.975128794499268281e+01,-1.363031523199305539e+01,3.770149015611775667e+01
2.971541361505105527e+01,-1.366567194170948341e+01,3.769226545479646973e+01
2.969430243526226576e+01,-1.372880495493134845e+01,3.769567919062912154e+01
2.967254182179477340e+01,-1.375522346761490766e+01,3.770979332991725386e+01
2.964786797838976184e+01,-1.381953315615035827e+01,3.770906197873748056e+01
2.962688020504585751e+01,-1.384976084200905788e+01,3.770450346531016805e+01
2.962162660422323412e+01,-1.390269520634524980e+01,3.770233410941946062e+01
2.959488402724490541e+01,-1.395321536737615098e+01,3.769894898142819528e+01
2.956609986442300553e+01,-1.399760447734196767e+01,3.770547717078179062e+01
2.954427323666121552e+01,-1.404739128938533632e+01,3.771015795016205630e+01
2.953946248387786966e+01,-1.410066871628710672e+01,3.769642436556422638e+01
2.950152339201894236e+01,-1.413283080375062184e+01,3.769091249294635304e+01
2.948653165433925594e+01,-1.417785549872709971e+01,3.769289103414905640e+01
2.946398263815306251e+01,-1.423659758911306739e+01,3.770279878338546808e+01
2.946022913853275327e+01,-1.426030439536476635e+01,3.772309363777619495e+01
2.942309055721572264e+01,-1.431063890485518364e+01,3.769844540554848322e+01
2.941049911863098032e+01,-1.436570854352739524e+01,3.770927312981912394e+01
2.940312613478925741e+01,-1.441004115498816951e+01,3.769615793343729848e+01
2.935109175328672748e+01,-1.446401787186571397e+01,3.768941719476705998e+01
2.932622938389772926e+01,-1.450788768035230447e+01,3.769672884992174744e+01
2.931738399086279756e+01,-1.455955145776025539e+01,3.770283073526546502e+01
2.928370725499904736e+01,-1.459831159925147936e+01,3.770214584107687017e+01
2.925951527836193833e+01,-1.464880192260972436e+01,3.770154787450430689e+01
2.923761770883286104e+01,-1.467211799810350570e+01,3.770258623363901052e+01
2.921946485715610464e+01,-1.472390549952377370e+01,3.769687347709152192e+01
2.917871041492136897e+01,-1.477880574223218701e+01,3.769976904450032862e+01
2.915769941589041991e+01,-1.483112984169105353e+01,3.768223485632155700e+01
2.915351232097432543e+01,-1.488806891050072956e+01,3.771346132692062270e+01
2.911902296545838453e+01,-1.490891704521030547e+01,3.769157638413720690e+01
2.909277498112276916e+01,-1.496927845583416250e+01,3.770696888478040165e+01
2.907409061563992836e+01,-1.501436850487385577e+01,3.770217807750572803e+01
2.905301695324326161e+01,-1.504956702226767895e+01,3.771984347051924402e+01
2.902024435573759575e+01,-1.509192161506603114e+01,3.770625133337188117e+01
2.899476388089016865e+01,-1.514432174786550611e+01,3.770617624540648194e+01
2.897925181579530118e+01,-1.518150357935175521e+01,3.768175573819887347e+01
2.895669393793221502e+01,-1.524446540441932463e+01,3.769787796038795591e+01
2.892758975928492049e+01,-1.529087173475458705e+01,3.771919444356021955e+01
2.891530543082215488e+01,-1.533490830377510861e+01,3.769755080114734369e+01
2.888510974757470962e+01,-1.536663535968150107e+01,3.768393349104906065e+01
2.885810419630218604e+01,-1.540597057415566518e+01,3.768672408991085376e+01
2.884844487468843965e+01,-1.547135434493535477e+01,3.770047530956298942e+01
2.880893924381830118e+01,-1.550693997264028390e+01,3.770197170879581705e+01
2.877779589536970661e+01,-1.556359941676205771e+01,3.769688287452586195e+01
2.876306355683803773e+01,-1.560709377049618318e+01,3.770772582195467493e+01
2.875154675195038223e+01,-1.564080011601955711e+01,3.770621061201844526e+01
2.871909151140648220e+01,-1.568773551644022568e+01,3.769257165031622492e+01
2.867646880727919623e+01,-1.572399156626090466e+01,3.770413478017786701e+01
2.866579867044281471e+01,-1.577872664067071007e+01,3.770784178491157235e+01
2.863598017177502797e+01,-1.582317307751310054e+01,3.770539963156254260e+01
2.863125702064514044e+01,-1.585950224969311684e+01,3.770864137613718015e+01
2.860213145530742906e+01,-1.590992236755410261e+01,3.769324435801051720e+01
2.856805155905945171e+01,-1.597562173315031586e+01,3.771198515968855247e+01
2.853498337354273673e+01,-1.599379756290053756e+01,3.771001459468706685e+01
2.849826945136320688e+01,-1.604806682312133503e+01,3.771880923721257517e+01
2.847547768108282540e+01,-1.610295641207510897e+01,3.770651220045292007e+01
2.847046994598577285e+01,-1.615703534757505011e+01,3.771689256136845358e+01
2.842660308865010776e+01,-1.619293432655522835e+01,3.769091473248687407e+01
2.840926331103488778e+01,-1.625407519032092196e+01,3.770221432874254930e+01
2.837006178965783931e+01,-1.627935429307533610e+01,3.770102832694476547e+01
2.836571801660867109e+01,-1.632299188701976078e+01,3.770976564242933904e+01
2.833597983370474793e+01,-1.636651287711445590e+01,3.768634177176983258e+01
2.832922263368621785e+01,-1.641027617885823275e+01,3.769617632285962827e+01
2.828321529220920993e+01,-1.644794517427885339e+01,3.769356215753465023e+01
2.824740878882182571e+01,-1.648181836929490984e+01,3.768961983115350023e+01
2.823870285864447638e+01,-1.653585191465424487e+01,3.769263702329406129e+01
2.821459924737255065e+01,-1.657627941406179062e+01,3.769343083593631860e+01
2.819055469294991667e+01,-1.662972113608542202e+01,3.770576212628090929e+01
2.814296002792996632e+01,-1.667351870292653615e+01,3.771126200318177979e+01
2.813320662557910978e+01,-1.672646752832244132e+01,3.768396444731446593e+01
2.810529460889083708e+01,-1.676200459655519737e+01,3.772148893225959654e+01
2.808122057159529206e+01,-1.680146743233653339e+01,3.771254727954104879e+01
2.804454844504090616e+01,-1.682277540300677643e+01,3.770751572379757732e+01
2.801277154780874667e+01,-1.689758544474120328e+01,3.769792570418530886e+01
2.800824233696530996e+01,-1.693520094186028047e+01,3.770404094245073168e+01
2.795587423827967299e+01,-1.697361493166870261e+01,3.770536243479951111e+01
2.794028479240766316e+01,-1.702288988986464702e+01,3.769612753469130695e+01
2.791220272191191043e+01,-1.707757600780462326e+01,3.768952240608631854e+01
2.789643880975669887e+01,-1.710454540562096426e+01,3.769498058948538244e+01
2.787560608721942401e+01,-1.714859755937598607e+01,3.769417599137326391e+01
2.782491990127154935e+01,-1.718598805748053238e+01,3.771768337161778817e+01
2.779643134022063933e+01,-1.725387782292062155e+01,3.771578861111261460e+01
2.777915672181260831e+01,-1.728808884092902076e+01,3.770587093262560785e+01
2.774223099449417518e+01,-1.734522505044243701e+01,3.770380626159268900e+01
2.774061944363033660e+01,-1.736407392057831700e+01,3.770056663869173263e+01
2.769737585390218015e+01,-1.743107285960977748e+01,3.769236616411360075e+01
2.766653436258184939e+01,-1.746958307897124740e+01,3.770073037991380716e+01
2.766003106671957212e+01,-1.751906843403848058e+01,3.768379023669387351e+01
2.760073045704753625e+01,-1.757028782926732191e+01,3.769496692570404406e+01
2.759219632936671118e+01,-1.758733565425020373e+01,3.768999684768980529e+01
2.755151808202434793e+01,-1.763160291543065128e+01,3.770418127947181830e+01
2.752858890060330310e+01,-1.766842635274919715e+01,3.770025460684225749e+01
2.750575849770113379e+01,-1.770618218341787298e+01,3.767887438040052928e+01
2.748534521870132252e+01,-1.776362664840442562e+01,3.770892628317663764e+01
2.745319977172362158e+01,-1.780315302412422440e+01,3.770064859429926685e+01
2.743729078393799625e+01,-1.784116882200171261e+01,3.772176055559498309e+01
2.741222580195485392e+01,-1.788552485937464454e+01,3.769473564671626775e+01
2.737013631652035173e+01,-1.792874282272823905e+01,3.769734852240845413e+01
2.732884082144093441e+01,-1.797967066127682401e+01,3.769670587529648742e+01
2.731076941219309262e+01,-1.803138877358063752e+01,3.769162575011127103e+01
2.727633389833275857e+01,-1.807303572867240149e+01,3.771268131213916774e+01
2.725425911980268978e+01,-1.810975838233412460e+01,3.769328182059813770e+01
2.721348553921813362e+01,-1.814739265681741998e+01,3.770898965193195806e+01
2.718696571305647325e+01,-1.819656055183408583e+01,3.768853753434880360e+01
2.717174371290223434e+01,-1.824573251048469658e+01,3.769824006567596086e+01
2.714931918702859903e+01,-1.827271767507475175e+01,3.769664307457330210e+01
2.710978349477271365e+01,-1.831399645130005993e+01,3.769627133179528755e+01
2.707490829622257067e+01,-1.835993463159456951e+01,3.771336901429490496e+01
2.705700043877769190e+01,-1.840579838537343349e+01,3.769508134580274117e+01
2.703031155274163666e+01,-1.846068641269597776e+01,3.773264563563979834e+01
2.701889597679346267e+01,-1.846679934594997974e+01,3.769387427399682622e+01
2.697740301769213644e+01,-1.853273172562394677e+01,3.769319119537922091e+01
2.692703566873868226e+01,-1.857573675629009813e+01,3.771464137724384358e+01
2.690179085621906552e+01,-1.863133432242603860e+01,3.772718741317386559e+01
2.690071294826629966e+01,-1.866538177506851781e+01,3.770085831492351502e+01
2.683817397021364570e+01,-1.871361186687356692e+01,3.769761011854603794e+01
2.682044122180927914e+01,-1.875191341979058279e+01,3.771369082762641511e+01
2.680154346823347566e+01,-1.881520096870265846e+01,3.769652557295817985e+01
2.676927653591470602e+01,-1.881596780105443756e+01,3.770572349484925212e+01
2.672443256618218754e+01,-1.886648654099613154e+01,3.770404388359674641e+01
2.671061938943336855e+01,-1.890971281594748987e+01,3.768048812747435505e+01
2.667935058790182268e+01,-1.895688175902445849e+01,3.769772654657324296e+01
2.663070002738042064e+01,-1.900548742072289343e+01,3.768678736219183634e+01
2.660596629588347284e+01,-1.902362013209181413e+01,3.771774823875642824e+01
2.659256674932698417e+01,-1.908859016608455761e+01,3.769448845254030545e+01
2.655676081859348514e+01,-1.911035240272765634e+01,3.769625123703748670e+01
2.653523267468430547e+01,-1.916803218014240429e+01,3.770437041539438638e+01
2.648694129134081976e+01,-1.920603751243151436e+01,3.771220700164784034e+01
2.645940661907960134e+01,-1.926074407880311767e+01,3.770010430843023386e+01
2.643438261821568247e+01,-1.928646678183514140e+01,3.769063172935854311e+01
2.640250008662902559e+01,-1.932469441456709092e+01,3.770089012941997453e+01
2.636895851849024197e+01,-1.937383281099647903e+01,3.770644883672838432e+01
2.633800415734562961e+01,-1.940368403691928378e+01,3.771478388423150108e+01
2.630251619046968869e+01,-1.945084666795949957e+01,3.769165730659470626e+01
2.626903070839266263e+01,-1.949970706983122071e+01,3.771446691770851345e+01
2.625101263531470153e+01,-1.954898189216245186e+01,3.770939255642592514e+01
2.621990757596385890e+01,-1.955960105329733523e+01,3.769444423670145028e+01
2.618268616395540960e+01,-1.962116342205570518e+01,3.770698807022336041e+01
2.616344959575042495e+01,-1.965796465296232398e+01,3.770932224790348641e+01
2.610976522935408894e+01,-1.970663264797586578e+01,3.771410092380386914e+01
2.610091283515885863e+01,-1.972419019000300722e+01,3.770160470803286046e+01
2.605883580068325855e+01,-1.978366561495105458e+01,3.769522499827809980e+01
2.602305693923887020e+01,-1.983169422558619033e+01,3.769637199222943735e+01
2.599639437241434692e+01,-1.987496946375452112e+01,3.771143879865672943e+01
2.596793646662005983e+01,-1.990488978089491923e+01,3.770306854385648876e+01
2.594133681600720820e+01,-1.995357578924081565e+01,3.771083120468402683e+01
2.591152254171431224e+01,-1.999999041927613774e+01,3.768318996472883242e+01
2.586206304387772192e+01,-2.003143900538103850e+01,3.769689746937999075e+01
2.582465229937020368e+01,-2.008089416277373118e+01,3.771302135802437050e+01
2.582962515637767709e+01,-2.012030149080495889e+01,3.771223131872221757e+01
2.578352926272756562e+01,-2.017403626366505165e+01,3.767810157657293502e+01
2.575796833544847786e+01,-2.020802207967025410e+01,3.770476172376508117e+01
2.571060967009675124e+01,-2.022458748443407828e+01,3.769413027801037686e+01
2.568933486518240983e+01,-2.026744950813905533e+01,3.772317472837979579e+01
2.564546200582697466e+01,-2.030354115978803620e+01,3.769043206754780329e+01
2.561767008576938665e+01,-2.037282682713665949e+01,3.773869677023063218e+01
2.558186847597063718e+01,-2.037621558705166436e+01,3.768902797085878120e+01
2.554911778678073730e+01,-2.042030765261149483e+01,3.768249879386630852e+01
2.552157188032962765e+01,-2.048466987772574299e+01,3.771423291010246004e+01
2.550132101639746196e+01,-2.051292360645253154e+01,3.769556842066571534e+01
2.545057410064895365e+01,-2.056177422477747996e+01,3.771575546198670281e+01
2.541262799656527349e+01,-2.059448743298671758e+01,3.770342907449171577e+01
2.541329494415694157e+01,-2.064059147259004234e+01,3.768818389095996224e+01
2.536714555566170759e+01,-2.067284341862477959e+01,3.772871159502670935e+01
2.532521539216337914e+01,-2.071115841499794286e+01,3.768395989108409339e+01
