gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
3.045001768432375400e+01,1.144700042528660049e+02,-2.028086696051954740e-01,-6.793936192893351711e-02,-5.726437087614342364e-02,-3.324127220811205763e-03
3.045004096805616811e+01,1.144700062443382933e+02,-1.242041025971009072e+00,-9.902834807132721018e-03,1.250800194326613483e-02,1.058341210839778071e-02
3.045005069878161663e+01,1.144699784939493554e+02,-3.261029442629363562e+00,1.446583511942658162e-01,1.219718086386292755e-02,5.151945005244934483e-02
3.044996866889966469e+01,1.144699481792010971e+02,-1.058860111824553485e+01,1.637676688476338294e-01,6.195534702977516933e-02,-3.208787455325993326e-02
3.044996830286651601e+01,1.144699871734172802e+02,6.780288666996452385e+00,3.633245384884745688e-01,5.329550823936211185e-02,6.034124398381099375e-02
3.044999294173480919e+01,1.144699766290939920e+02,1.176753643730051913e+01,3.692090597385296324e-01,4.296242386808681729e-02,5.515573533271071055e-02
3.044997138148059079e+01,1.144699454515067174e+02,7.689110132359124883e+00,4.635386793039072417e-01,-2.734690006688429015e-02,-2.483755123513949059e-02
3.045005061840929983e+01,1.144700402211928179e+02,-8.741965173078103390e+00,5.660276543955847783e-01,-4.938438631914387859e-03,-1.574157545619232421e-02
3.045005974995001807e+01,1.144699413231541882e+02,-6.540063396686733199e+00,6.114320672007056423e-01,6.599729478764436441e-02,3.300576885932490073e-02
3.045002016331264372e+01,1.144699539369897963e+02,2.122513899052212327e+00,7.624826763830636622e-01,2.565110295511842387e-02,3.842435389209378216e-03
3.045007122572472014e+01,1.144700380890221680e+02,6.313833440270284925e+00,8.976371436301513462e-01,1.390723108223707385e-02,3.065741424759359235e-02
3.044998090081571718e+01,1.144700249928724105e+02,-7.021836945694062138e+00,1.033655641626251454e+00,6.523830468386805637e-02,-4.185499326348064014e-02
3.045010224032002455e+01,1.144700355619133632e+02,-3.622578833858767222e+00,1.064125987942248885e+00,-4.968999942086933103e-02,-4.576960905925988449e-02
3.044996178513265761e+01,1.144700039845670858e+02,-6.472182906137016190e-01,1.211072005227762594e+00,-1.100735341648936133e-02,-5.849963700553879875e-02
3.045001162080401613e+01,1.144699294140662289e+02,2.140508838698001348e+00,1.328384816833239945e+00,-1.853847180203678849e-02,-1.429339748492741702e-02
3.045011065089348534e+01,1.144700312381756504e+02,2.602622347593522623e+00,1.391450125221621148e+00,5.361462119525478576e-02,9.854529199298195374e-02
3.044997361522126766e+01,1.144699443399683503e+02,-8.775218440555196509e+00,1.563122534699781019e+00,9.383262860818006312e-02,4.045325917946025057e-02
