mag_x (uT),mag_y (uT),mag_z (uT)
3.250891373152774833e+01,-3.599625213636168830e+00,3.768801908067667483e+01
3.251609552146133808e+01,-3.613058622217379945e+00,3.770701575351758095e+01
3.251965319550717481e+01,-3.616374682359406290e+00,3.771583993604054541e+01
3.252074426935824647e+01,-3.601533043392473044e+00,3.770123235753558788e+01
3.252464464211377049e+01,-3.617704896279430038e+00,3.770052552658593470e+01
3.251920019321381972e+01,-3.603632628083111467e+00,3.770292870878371616e+01
3.252429291972539005e+01,-3.615440826024967524e+00,3.770508626609328928e+01
3.250995104769669553e+01,-3.621409803293678564e+00,3.770524300689002217e+01
3.251700429952321514e+01,-3.627464735284549491e+00,3.770689540277351881e+01
3.251298337263813210e+01,-3.611009927593841873e+00,3.772096103305076298e+01
3.251757224115901579e+01,-3.613932222976747877e+00,3.771390079431658648e+01
3.253339868532423651e+01,-3.604424871609272163e+00,3.770024376991611348e+01
3.252179463942982096e+01,-3.614885579005033378e+00,3.771017648621513985e+01
3.251512215281373130e+01,-3.602664981061719285e+00,3.770464254547292882e+01
3.250614837309612426e+01,-3.607981911814150067e+00,3.769653103732757415e+01
3.254372594776066308e+01,-3.616873249416957314e+00,3.769151744629412093e+01
3.251373787006823335e+01,-3.605036667149348784e+00,3.770211643816342928e+01
3.251546545645378927e+01,-3.610044078999665285e+00,3.770522214149814033e+01
3.251287640420151348e+01,-3.602266041662198326e+00,3.768666648972414634e+01
3.252244788715759682e+01,-3.600331532659263978e+00,3.771764664961758484e+01
3.251652333665692396e+01,-3.603322873034944696e+00,3.770451744548096684e+01
3.251285877699223192e+01,-3.601866524535522363e+00,3.771966290742648198e+01
3.253127293056648739e+01,-3.617535809613830367e+00,3.770639125036230865e+01
3.251296363564753023e+01,-3.616703502683282334e+00,3.770159597591536027e+01
3.252448987204649455e+01,-3.606461780255458383e+00,3.770584814067507295e+01
3.251473923682353728e+01,-3.597439685125824571e+00,3.769476877927078107e+01
3.251622317499602133e+01,-3.622945649015737679e+00,3.771413597760575698e+01
3.251810461406416408e+01,-3.616384650369199871e+00,3.771336784146758703e+01
3.252350632866039604e+01,-3.601554001156393348e+00,3.771532948242395378e+01
3.252652092173084952e+01,-3.615325598897935588e+00,3.770690287674334940e+01
3.252771767842091322e+01,-3.624998030306783470e+00,3.770677422389030653e+01
3.250659485082130828e+01,-3.601915087808008398e+00,3.771205740457398292e+01
3.249319922774028413e+01,-3.612099858340096059e+00,3.771358677086111300e+01
3.251865847267553278e+01,-3.594430073860060304e+00,3.771524647096879335e+01
3.252553384065746656e+01,-3.602374268323464968e+00,3.769925263118180681e+01
3.251742306106718416e+01,-3.605797622294944382e+00,3.771148430450103461e+01
3.251891123991580912e+01,-3.619902755624048840e+00,3.768967321679084392e+01
3.252223852721834874e+01,-3.624417403492594225e+00,3.769296561881292718e+01
3.251829224320714218e+01,-3.611812629778120343e+00,3.769602040716353741e+01
3.251483821870655078e+01,-3.589279143373329095e+00,3.770756488022519193e+01
3.252057234471051572e+01,-3.612248904960114970e+00,3.771293321085855155e+01
3.249738244257130759e+01,-3.597080143213986503e+00,3.769683875519544358e+01
3.251940686979206419e+01,-3.608443129170917807e+00,3.769945052439534550e+01
3.252322712891933776e+01,-3.608486420566529684e+00,3.770964873389980454e+01
3.252324709764438637e+01,-3.612903829266266520e+00,3.769240738274914548e+01
3.252816978540977289e+01,-3.603284893722608295e+00,3.770424643394894559e+01
3.251294687408493900e+01,-3.613141626303501219e+00,3.771631301111580115e+01
3.251774496532080860e+01,-3.601830978308848685e+00,3.769384234556441271e+01
3.251038898435415092e+01,-3.608490650266077626e+00,3.770985653583779396e+01
3.253068813793286296e+01,-3.602675582782694619e+00,3.770647243779256286e+01
3.251993609438645194e+01,-3.619587685590834436e+00,3.768903734292389629e+01
3.252811190037173361e+01,-3.601459822563086277e+00,3.769672972389095378e+01
3.253141275688435741e+01,-3.619282446478082615e+00,3.769554177102792636e+01
3.253018738141684452e+01,-3.583222536172911088e+00,3.771025347478841638e+01
3.251411990067641256e+01,-3.621323924310612341e+00,3.770830142867707480e+01
3.251419324453135573e+01,-3.611859965867651567e+00,3.770750070000563881e+01
3.253071853357440801e+01,-3.608251100214502571e+00,3.772673312978570692e+01
3.250354587374521742e+01,-3.602540547770575863e+00,3.770425512292272430e+01
3.253212918509984064e+01,-3.608390711240157867e+00,3.769201524231902312e+01
3.252612023599476032e+01,-3.608098452470580142e+00,3.769873916073877496e+01
3.252143329079210332e+01,-3.598519580335826085e+00,3.768807069815804311e+01
3.250622475953165491e+01,-3.598651702363408589e+00,3.771800737836230155e+01
3.250773811192780016e+01,-3.600553249215468821e+00,3.770953272321781924e+01
3.252213148861612524e+01,-3.596522688023673808e+00,3.768437030007289934e+01
3.251572798394763453e+01,-3.616072203294460330e+00,3.770820532029784289e+01
3.252470685362165881e+01,-3.609232192204632650e+00,3.769667674105706823e+01
3.252208029947092882e+01,-3.580510986880738766e+00,3.770093546209283630e+01
3.251360423845666503e+01,-3.613913907960272454e+00,3.770783865355218012e+01
3.251381688309670182e+01,-3.610107664075954403e+00,3.770676957248922889e+01
3.249986618710018860e+01,-3.617097550669615469e+00,3.767023113435892157e+01
3.249241089271894367e+01,-3.620613103314578751e+00,3.770417325372591932e+01
3.252816763249749243e+01,-3.610123049701252196e+00,3.769192972512332318e+01
3.249863137080340181e+01,-3.591542557918195655e+00,3.770245892805569099e+01
3.252436134266763190e+01,-3.611235881324312391e+00,3.770545954134080802e+01
3.251978129384139748e+01,-3.608742788617780306e+00,3.770594619762104571e+01
3.253086781009052686e+01,-3.600146900486874912e+00,3.770254995641225548e+01
3.250258201256236390e+01,-3.624792605259977929e+00,3.769495923562310224e+01
3.251201817309343056e+01,-3.608217159085564951e+00,3.768942317189152647e+01
3.253556073244448754e+01,-3.605304443909631562e+00,3.768285023509660192e+01
3.251299448663052516e+01,-3.608391260974294745e+00,3.768790633646461430e+01
3.250776196231063153e+01,-3.604925719255308803e+00,3.768679951687526852e+01
3.249672469570263900e+01,-3.593376974985346806e+00,3.769284799651092044e+01
3.252065508553007334e+01,-3.608572192438660675e+00,3.769085967290770611e+01
3.251261119560675183e+01,-3.611440397713834738e+00,3.770992291842938471e+01
3.252033570885308222e+01,-3.611832763924657463e+00,3.769344514913760236e+01
3.251661492259894715e+01,-3.613381448022058073e+00,3.772208552821221872e+01
3.252480420133709060e+01,-3.606839897750893975e+00,3.770653221887771167e+01
3.251914558062384941e+01,-3.588305087796097581e+00,3.771189796128243188e+01
3.251603891220933207e+01,-3.601293298934734377e+00,3.771207233244923884e+01
3.250671493118927202e+01,-3.613944856766852176e+00,3.770456738034754096e+01
3.252275767851938326e+01,-3.591258470929772351e+00,3.771987054417915886e+01
3.253136104534689110e+01,-3.602661625468111861e+00,3.770716028157344368e+01
3.252066193926930993e+01,-3.586776745423129853e+00,3.773041667421180279e+01
3.253287811681114761e+01,-3.605112732856579960e+00,3.771972088026544867e+01
3.252096051901479257e+01,-3.606461781949170220e+00,3.768403590516197710e+01
3.253909462477422210e+01,-3.593013437684711153e+00,3.768014400555738774e+01
3.250310056074928866e+01,-3.617126901784556647e+00,3.771147786606671559e+01
3.250610125562950259e+01,-3.601622316946050617e+00,3.771368421428197593e+01
3.253830360888968443e+01,-3.603245096364511735e+00,3.771029449802458089e+01
3.251964098039241691e+01,-3.618062568614329955e+00,3.769207836994927874e+01
3.252259498307817154e+01,-3.622669865967127922e+00,3.770832989810604374e+01
3.251424148668000669e+01,-3.586483466098967288e+00,3.770059824232114920e+01
3.252833745501428098e+01,-3.616917019391433286e+00,3.769866779897765241e+01
3.255083088390369284e+01,-3.607162576341771398e+00,3.770058858095264043e+01
3.251433041239766908e+01,-3.616691534119094609e+00,3.770292323716421379e+01
3.251391355182687448e+01,-3.617305200326085046e+00,3.769628537932179313e+01
3.251941909117704199e+01,-3.628985766381603195e+00,3.771251554256065930e+01
3.251937411942738265e+01,-3.615467289015939834e+00,3.770068114601239273e+01
3.253858466780780390e+01,-3.616961894446948378e+00,3.770857902504339165e+01
3.251094117319820498e+01,-3.610397541131056709e+00,3.770436316057018189e+01
3.251521478912565755e+01,-3.598951193197157838e+00,3.769429404177018483e+01
3.252889784455799571e+01,-3.600992645793724911e+00,3.769125776979676345e+01
3.251942929607321275e+01,-3.621754264348119090e+00,3.769899493448845362e+01
3.251848705900219016e+01,-3.613071629185613531e+00,3.769460952226553729e+01
3.254138652519542063e+01,-3.626656734382794678e+00,3.770586789526466021e+01
3.252826526863128720e+01,-3.595721222487050284e+00,3.771311478787885108e+01
3.254356973814920195e+01,-3.613774640696136853e+00,3.771002260788232263e+01
3.254243115102604378e+01,-3.601813174828690123e+00,3.770256444625670866e+01
3.251349392919405545e+01,-3.619276678196111874e+00,3.769558989949850059e+01
3.252205116198466328e+01,-3.597187397554632238e+00,3.770188046915786373e+01
3.252468189437921353e+01,-3.615042661905264687e+00,3.769466828874344344e+01
3.254210039031739399e+01,-3.623451508697134837e+00,3.771063798509314324e+01
3.250326441795545662e+01,-3.616955576097514946e+00,3.769891192267217406e+01
3.252738754891992556e+01,-3.602203683274778800e+00,3.771518443693278044e+01
3.253699330122179845e+01,-3.589561808127964770e+00,3.770748691860862323e+01
3.250244137626074803e+01,-3.594188964524037466e+00,3.769265944705867355e+01
3.252280781428709844e+01,-3.611306294183408649e+00,3.770737628800061003e+01
3.251511607249938152e+01,-3.615357221355516959e+00,3.769858291328736044e+01
3.251441149505064487e+01,-3.611340164620605364e+00,3.771026128938888888e+01
3.252451645599072094e+01,-3.606829724804624160e+00,3.770433499090439966e+01
3.252062716760879368e+01,-3.607548570597523430e+00,3.771124803765188460e+01
3.253111613872352592e+01,-3.610644814876893260e+00,3.768782234621032501e+01
3.252749405229324964e+01,-3.615316457806549089e+00,3.769786968361648860e+01
3.251099855559759533e+01,-3.605499196496781078e+00,3.770598764738974040e+01
3.252437565967405675e+01,-3.603013425675252179e+00,3.770272252772300448e+01
3.250997774082553349e+01,-3.606303555811238404e+00,3.770395806757943546e+01
3.252979771678810295e+01,-3.610508937577043387e+00,3.769490331930320082e+01
3.250120072139960570e+01,-3.613751932088258734e+00,3.770839326609770836e+01
3.251701638727368504e+01,-3.620472040786324008e+00,3.769090202879245055e+01
3.252818329435885403e+01,-3.615721375709430419e+00,3.769575955129275258e+01
3.252584247127076367e+01,-3.609023360016510029e+00,3.769315882539287088e+01
3.252353023182456582e+01,-3.610682975065411693e+00,3.768234176949540171e+01
3.251511218714733786e+01,-3.600090570463895023e+00,3.771573935548372702e+01
3.252691395660936280e+01,-3.605591657877807332e+00,3.769851481581022767e+01
3.251707398961577411e+01,-3.617243633952452520e+00,3.771022885816730508e+01
3.252435090198589762e+01,-3.614776859212057492e+00,3.771083989122696067e+01
3.251609037003571245e+01,-3.618697863073632615e+00,3.770298268198506264e+01
3.251067006367916434e+01,-3.602497006746185004e+00,3.769767779325238166e+01
3.253295179669316184e+01,-3.596358793338432225e+00,3.770481341436766343e+01
3.250753679510544458e+01,-3.620495301763735796e+00,3.770137533361729965e+01
3.251287362832766803e+01,-3.606909221822669487e+00,3.770775497414470578e+01
3.252619163078810516e+01,-3.603707555727743372e+00,3.768997265244919959e+01
3.253332248169380847e+01,-3.620485157002573562e+00,3.769096512136901822e+01
3.251455009034128096e+01,-3.601946483604066884e+00,3.769786787540021322e+01
3.253147717571995656e+01,-3.591268999979492893e+00,3.768763093409537390e+01
3.250373369099185084e+01,-3.614112317910091132e+00,3.770771859381471103e+01
3.252226929869718930e+01,-3.615483743361071589e+00,3.770570244505101698e+01
3.251516509165956137e+01,-3.605158726321164853e+00,3.771176953671924537e+01
3.251041534229986496e+01,-3.593081881548007228e+00,3.769101586179436936e+01
3.252034618540352540e+01,-3.601307798923841119e+00,3.769757830830101142e+01
3.252606459495520141e+01,-3.601791697704852080e+00,3.770610273279368130e+01
